==============================================================================
==============================================================================
Wed. Nov. 23 2016                  LANDSAT 5                       Time: 03:37
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501611211520_00484                          Path / Row - 141 / 48
Reference Image: L51BKT1006047040100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1410482265   17.51900     82.23991     0.05      0.11     0.12     1 
1410482266   17.51882     82.26901     0.04     -0.05     0.07     1 
1410482267   17.51863     82.29812     0.07      0.01     0.07     1 
1410482269   17.51824     82.35632    -0.01      0.03     0.04     1 
1410482270   17.51804     82.38543     0.12      0.08     0.14     1 
1410482271   17.51784     82.41453    -0.03     -0.02     0.04     1 
1410482272   17.51762     82.44363     0.15      0.13     0.20     1 
1410482273   17.51741     82.47273    -0.05     -0.12     0.13     1 
1410482274   17.51719     82.50183    -0.01      0.19     0.19     1 
1410482275   17.51697     82.53093     0.11     -0.07     0.13     1 
1410482276   17.51674     82.56003    -0.03     -0.03     0.04     1 
1410482277   17.51651     82.58913    -0.03     -0.00     0.03     1 
1410482278   17.51628     82.61823    -0.07     -0.01     0.07     1 
1410482279   17.51604     82.64733     0.07      0.10     0.12     1 
1410482280   17.51579     82.67643     0.05      0.07     0.09     1 
1410482281   17.51555     82.70552     0.01     -0.12     0.12     1 
1410482282   17.51529     82.73462     0.06     -0.21     0.22     1 
1410482283   17.51504     82.76372     0.04     -0.13     0.13     1 
1410482284   17.51478     82.79282     0.08     -0.04     0.09     1 
1410482285   17.51451     82.82191     0.06      0.01     0.06     1 
1410482289   17.51341     82.93829     0.15      0.15     0.21     1 
1410482290   17.51312     82.96738     0.13      0.00     0.13     1 
1410482333   17.49550     82.03603    -0.01      0.10     0.10     1 
1410482334   17.49535     82.06514     0.07      0.03     0.08     1 
1410482335   17.49519     82.09424    -0.16      0.16     0.23     1 
1410482336   17.49502     82.12334    -0.03      0.08     0.09     1 
1410482337   17.49486     82.15244     0.08      0.09     0.12     1 
1410482338   17.49469     82.18154    -0.07      0.10     0.13     1 
1410482339   17.49451     82.21064    -0.08      0.11     0.14     1 
1410482340   17.49433     82.23974    -0.03      0.08     0.08     1 
1410482342   17.49396     82.29794    -0.03     -0.00     0.03     1 
1410482343   17.49377     82.32704     0.03     -0.10     0.10     1 
1410482344   17.49357     82.35614    -0.09      0.07     0.11     1 
1410482346   17.49317     82.41434    -0.00     -0.11     0.11     1 
1410482347   17.49296     82.44344     0.14     -0.08     0.16     1 
1410482351   17.49208     82.55982    -0.00      0.08     0.08     1 
1410482352   17.49185     82.58892     0.10     -0.11     0.14     1 
1410482353   17.49161     82.61801     0.17     -0.01     0.17     1 
1410482354   17.49137     82.64711     0.03     -0.07     0.07     1 
1410482355   17.49113     82.67620     0.22     -0.09     0.24     1 
1410482356   17.49088     82.70530     0.07     -0.30     0.30     1 
1410482357   17.49063     82.73439    -0.08      0.05     0.09     1 
1410482359   17.49011     82.79257    -0.07     -0.00     0.07     1 
1410482360   17.48985     82.82166     0.12     -0.00     0.12     1 
1410482363   17.48903     82.90894     0.08     -0.06     0.10     1 
1410482364   17.48875     82.93803     0.08      0.08     0.11     1 
1410482365   17.48846     82.96712     0.23      0.05     0.24     1 
1410482366   17.48817     82.99620    -0.03     -0.06     0.07     1 
1410482408   17.47083     82.03590    -0.07      0.02     0.08     1 
1410482409   17.47067     82.06499    -0.23      0.21     0.31     1 
1410482410   17.47051     82.09409    -0.07      0.17     0.19     1 
1410482411   17.47035     82.12319     0.00      0.06     0.06     1 
1410482412   17.47019     82.15229     0.14      0.12     0.19     1 
1410482413   17.47002     82.18138     0.02     -0.03     0.03     1 
1410482414   17.46984     82.21048     0.01     -0.02     0.02     1 
1410482415   17.46966     82.23958    -0.11     -0.02     0.11     1 
1410482416   17.46948     82.26867    -0.03     -0.02     0.04     1 
1410482417   17.46929     82.29777    -0.10     -0.21     0.23     1 
1410482418   17.46910     82.32686     0.14     -0.05     0.15     1 
1410482420   17.46870     82.38505    -0.05     -0.01     0.05     1 
1410482421   17.46850     82.41415     0.00     -0.02     0.02     1 
1410482423   17.46807     82.47233     0.04     -0.12     0.12     1 
1410482425   17.46764     82.53052    -0.00      0.05     0.05     1 
1410482426   17.46741     82.55961    -0.04     -0.06     0.07     1 
1410482427   17.46718     82.58870     0.13     -0.03     0.13     1 
1410482428   17.46694     82.61780     0.12     -0.02     0.12     1 
1410482429   17.46671     82.64688     0.19     -0.10     0.21     1 
1410482430   17.46646     82.67597     0.11      0.02     0.11     1 
1410482431   17.46621     82.70507    -0.03     -0.05     0.06     1 
1410482432   17.46596     82.73416     0.05     -0.05     0.07     1 
1410482434   17.46545     82.79233     0.11     -0.04     0.12     1 
1410482435   17.46518     82.82142    -0.03      0.24     0.25     1 
1410482438   17.46436     82.90868    -0.00     -0.03     0.03     1 
1410482439   17.46408     82.93776     0.03     -0.00     0.03     1 
1410482484   17.44600     82.06485     0.01      0.18     0.18     1 
1410482485   17.44584     82.09395     0.19      0.03     0.19     1 
1410482486   17.44568     82.12304    -0.10      0.03     0.10     1 
1410482487   17.44552     82.15213    -0.06      0.01     0.06     1 
1410482488   17.44534     82.18122    -0.03      0.04     0.05     1 
1410482489   17.44517     82.21032    -0.02      0.02     0.03     1 
1410482490   17.44499     82.23941    -0.01      0.07     0.07     1 
1410482491   17.44481     82.26850    -0.10     -0.03     0.11     1 
1410482492   17.44462     82.29759     0.07     -0.09     0.11     1 
1410482493   17.44443     82.32668    -0.05     -0.10     0.11     1 
1410482494   17.44423     82.35578    -0.10      0.00     0.10     1 
1410482495   17.44403     82.38487    -0.04     -0.07     0.08     1 
1410482496   17.44383     82.41396    -0.04      0.03     0.05     1 
1410482497   17.44362     82.44305     0.03      0.05     0.06     1 
1410482498   17.44341     82.47214     0.15      0.13     0.20     1 
1410482499   17.44319     82.50123     0.06      0.19     0.20     1 
1410482500   17.44297     82.53031     0.09     -0.10     0.13     1 
1410482501   17.44274     82.55940     0.07     -0.04     0.08     1 
1410482502   17.44251     82.58849     0.00     -0.03     0.03     1 
1410482503   17.44228     82.61758    -0.04     -0.05     0.06     1 
1410482504   17.44204     82.64666     0.05      0.04     0.06     1 
1410482505   17.44180     82.67575     0.02      0.04     0.04     1 
1410482506   17.44155     82.70484    -0.01      0.02     0.02     1 
1410482507   17.44130     82.73392     0.13     -0.10     0.16     1 
1410482508   17.44104     82.76301     0.00      0.06     0.06     1 
1410482509   17.44078     82.79209     0.01     -0.02     0.02     1 
1410482510   17.44052     82.82117     0.11      0.05     0.13     1 
1410482512   17.43998     82.87934     0.12      0.04     0.13     1 
1410482513   17.43970     82.90842     0.05      0.04     0.07     1 
1410482558   17.42148     82.03562     0.16      0.11     0.19     1 
1410482559   17.42133     82.06471     0.05      0.07     0.09     1 
1410482560   17.42117     82.09380    -0.08      0.04     0.08     1 
1410482561   17.42101     82.12289    -0.03      0.04     0.05     1 
1410482562   17.42084     82.15198    -0.12     -0.03     0.12     1 
1410482563   17.42067     82.18107    -0.13     -0.10     0.17     1 
1410482564   17.42050     82.21016     0.04     -0.03     0.05     1 
1410482566   17.42014     82.26833    -0.12      0.07     0.15     1 
1410482567   17.41995     82.29742    -0.07     -0.08     0.11     1 
1410482568   17.41976     82.32651    -0.07     -0.02     0.08     1 
1410482569   17.41956     82.35559    -0.03     -0.01     0.03     1 
1410482570   17.41936     82.38468     0.05     -0.07     0.09     1 
1410482571   17.41916     82.41377     0.09     -0.17     0.19     1 
1410482572   17.41895     82.44285     0.07     -0.02     0.08     1 
1410482573   17.41874     82.47194     0.12     -0.06     0.13     1 
1410482574   17.41852     82.50102    -0.00      0.10     0.10     1 
1410482576   17.41807     82.55919     0.21     -0.21     0.30     1 
1410482577   17.41784     82.58828     0.12      0.01     0.12     1 
1410482578   17.41761     82.61736     0.02     -0.01     0.02     1 
1410482579   17.41737     82.64644     0.11      0.00     0.11     1 
1410482582   17.41663     82.73369     0.05      0.01     0.05     1 
1410482583   17.41638     82.76277     0.03      0.03     0.04     1 
1410482584   17.41612     82.79185     0.02      0.05     0.05     1 
1410482585   17.41585     82.82093    -0.03     -0.17     0.17     1 
1410482586   17.41559     82.85001     0.01     -0.09     0.09     1 
1410482587   17.41531     82.87909     0.04      0.29     0.29     1 
1410482633   17.39681     82.03548     0.07      0.18     0.20     1 
1410482634   17.39665     82.06457    -0.09      0.03     0.10     1 
1410482635   17.39650     82.09365     0.04      0.03     0.05     1 
1410482636   17.39634     82.12274    -0.10      0.08     0.13     1 
1410482637   17.39617     82.15182    -0.16     -0.01     0.16     1 
1410482638   17.39600     82.18091     0.05     -0.00     0.05     1 
1410482639   17.39583     82.20999     0.05      0.19     0.20     1 
1410482640   17.39565     82.23908     0.21     -0.01     0.21     1 
1410482641   17.39547     82.26816    -0.07     -0.03     0.07     1 
1410482642   17.39528     82.29725    -0.01      0.00     0.01     1 
1410482643   17.39509     82.32633    -0.02      0.02     0.02     1 
1410482644   17.39489     82.35541     0.10     -0.00     0.10     1 
1410482645   17.39469     82.38450    -0.01      0.10     0.10     1 
1410482646   17.39449     82.41358    -0.05      0.10     0.12     1 
1410482647   17.39428     82.44266    -0.02      0.02     0.03     1 
1410482648   17.39407     82.47174    -0.02      0.07     0.07     1 
1410482649   17.39385     82.50082     0.14     -0.02     0.14     1 
1410482650   17.39363     82.52990     0.06      0.07     0.09     1 
1410482651   17.39341     82.55898     0.00     -0.04     0.04     1 
1410482652   17.39318     82.58806     0.13     -0.09     0.16     1 
1410482653   17.39294     82.61714    -0.00      0.06     0.06     1 
1410482654   17.39270     82.64622     0.15      0.05     0.16     1 
1410482655   17.39246     82.67530    -0.01      0.05     0.05     1 
1410482656   17.39222     82.70438     0.09      0.01     0.09     1 
1410482657   17.39197     82.73346     0.03      0.01     0.03     1 
1410482658   17.39171     82.76253    -0.01     -0.01     0.01     1 
1410482659   17.39145     82.79161    -0.06      0.07     0.09     1 
1410482707   17.37228     82.00626    -0.07      0.04     0.08     1 
1410482708   17.37214     82.03534     0.02      0.12     0.12     1 
1410482709   17.37198     82.06442    -0.23      0.19     0.30     1 
1410482711   17.37166     82.12259     0.06     -0.02     0.07     1 
1410482712   17.37150     82.15167    -0.02      0.03     0.04     1 
1410482713   17.37133     82.18075     0.08     -0.01     0.08     1 
1410482714   17.37116     82.20983    -0.03     -0.04     0.05     1 
1410482715   17.37098     82.23891    -0.02     -0.08     0.09     1 
1410482716   17.37079     82.26799    -0.21     -0.20     0.29     1 
1410482717   17.37061     82.29707     0.04      0.03     0.05     1 
1410482718   17.37042     82.32615     0.06     -0.02     0.06     1 
1410482719   17.37022     82.35523     0.04     -0.02     0.05     1 
1410482721   17.36982     82.41339     0.12      0.02     0.12     1 
1410482722   17.36961     82.44247     0.14     -0.19     0.24     1 
1410482723   17.36940     82.47154     0.18     -0.17     0.25     1 
1410482724   17.36918     82.50062     0.08     -0.00     0.08     1 
1410482725   17.36896     82.52970     0.09     -0.00     0.09     1 
1410482726   17.36874     82.55877     0.06      0.07     0.09     1 
1410482727   17.36851     82.58785     0.09      0.05     0.11     1 
1410482729   17.36804     82.64600     0.11     -0.07     0.13     1 
1410482730   17.36780     82.67508     0.04     -0.05     0.07     1 
1410482731   17.36755     82.70415     0.09     -0.01     0.09     1 
1410482782   17.34761     82.00612    -0.05      0.10     0.11     1 
1410482783   17.34746     82.03520    -0.16      0.02     0.16     1 
1410482786   17.34699     82.12244     0.11     -0.06     0.13     1 
1410482788   17.34666     82.18059    -0.14      0.06     0.15     1 
1410482789   17.34648     82.20967     0.11      0.17     0.20     1 
1410482791   17.34612     82.26782     0.08     -0.04     0.09     1 
1410482792   17.34594     82.29690     0.28      0.01     0.28     1 
1410482793   17.34575     82.32597     0.06      0.04     0.07     1 
1410482796   17.34515     82.41320     0.11     -0.10     0.15     1 
1410482797   17.34494     82.44227     0.16      0.02     0.16     1 
1410482798   17.34473     82.47135     0.25     -0.08     0.26     1 
1410482799   17.34451     82.50042     0.12     -0.04     0.13     1 
1410482800   17.34429     82.52949    -0.08     -0.15     0.17     1 
1410482801   17.34407     82.55857     0.11      0.20     0.22     1 
1410482802   17.34384     82.58764     0.15      0.04     0.15     1 
1410482803   17.34361     82.61671     0.12      0.05     0.13     1 
1410482804   17.34337     82.64578     0.03     -0.02     0.03     1 
1410482857   17.32294     82.00599    -0.02      0.07     0.07     1 
1410482860   17.32248     82.09321    -0.16      0.13     0.20     1 
1410482862   17.32215     82.15136    -0.07     -0.02     0.08     1 
1410482863   17.32199     82.18043     0.12     -0.07     0.14     1 
1410482864   17.32181     82.20951     0.12      0.03     0.12     1 
1410482865   17.32163     82.23858     0.02      0.02     0.03     1 
1410482866   17.32145     82.26765     0.03     -0.10     0.10     1 
1410482867   17.32127     82.29672     0.05      0.05     0.07     1 
1410482868   17.32108     82.32580     0.07     -0.13     0.15     1 
1410482869   17.32088     82.35487     0.07     -0.00     0.07     1 
1410482871   17.32048     82.41301     0.17     -0.07     0.19     1 
1410482872   17.32027     82.44208     0.05     -0.04     0.07     1 
1410482873   17.32006     82.47115     0.01      0.11     0.11     1 
1410482874   17.31985     82.50022     0.11      0.03     0.11     1 
1410482875   17.31963     82.52929     0.04      0.20     0.21     1 
1410482877   17.31917     82.58743     0.04      0.15     0.15     1 
1410482878   17.31894     82.61649     0.08     -0.02     0.08     1 
1410482879   17.31870     82.64556    -0.19     -0.05     0.19     1 
1410482934   17.29796     82.06400     0.12      0.14     0.18     1 
1410482935   17.29781     82.09307     0.01      0.11     0.11     1 
1410482936   17.29765     82.12214    -0.13     -0.01     0.14     1 
1410482938   17.29731     82.18028     0.02      0.21     0.21     1 
1410482939   17.29714     82.20935     0.08     -0.04     0.09     1 
1410482941   17.29678     82.26748     0.18     -0.02     0.18     1 
1410482942   17.29659     82.29655     0.07     -0.07     0.10     1 
1410482943   17.29641     82.32562     0.10     -0.07     0.12     1 
1410482945   17.29601     82.38375     0.14      0.25     0.29     1 
1410482948   17.29539     82.47095     0.02     -0.06     0.07     1 
1410482949   17.29518     82.50002     0.05     -0.09     0.10     1 
1410482950   17.29496     82.52908    -0.05     -0.02     0.05     1 
1410482951   17.29473     82.55815     0.09     -0.21     0.22     1 
1410483007   17.27359     82.00572     0.14      0.16     0.21     1 
1410483008   17.27344     82.03479     0.10      0.05     0.11     1 
1410483009   17.27329     82.06385    -0.00      0.05     0.05     1 
1410483010   17.27313     82.09292    -0.01     -0.02     0.03     1 
1410483013   17.27264     82.18012     0.12     -0.25     0.28     1 
1410483014   17.27247     82.20919     0.12     -0.03     0.12     1 
1410483016   17.27211     82.26731    -0.06     -0.03     0.07     1 
1410483017   17.27192     82.29638     0.05      0.09     0.10     1 
1410483018   17.27173     82.32544    -0.04     -0.07     0.08     1 
1410483019   17.27154     82.35451     0.15      0.05     0.16     1 
1410483020   17.27134     82.38357     0.16      0.26     0.31     1 
1410483021   17.27114     82.41263     0.05     -0.18     0.18     1 
1410483026   17.27007     82.55794    -0.01     -0.10     0.10     1 
1410483081   17.24906     81.97652     0.12      0.23     0.26     1 
1410483082   17.24892     82.00558     0.01      0.07     0.07     1 
1410483083   17.24877     82.03465     0.04     -0.04     0.05     1 
1410483084   17.24862     82.06371    -0.02      0.09     0.09     1 
1410483085   17.24846     82.09278     0.07      0.10     0.13     1 
1410483091   17.24744     82.26715    -0.14      0.11     0.18     1 
1410483092   17.24725     82.29621    -0.01     -0.20     0.20     1 
1410483093   17.24706     82.32527     0.02      0.02     0.03     1 
1410483094   17.24687     82.35433    -0.00      0.05     0.05     1 
1410483095   17.24667     82.38339     0.04     -0.01     0.04     1 
1410483097   17.24626     82.44150    -0.00     -0.12     0.12     1 
1410483100   17.24562     82.52868     0.10      0.05     0.11     1 
1410483156   17.22439     81.97639    -0.09      0.20     0.22     1 
1410483157   17.22424     82.00545    -0.02     -0.33     0.33     1 
1410483159   17.22395     82.06357    -0.02     -0.05     0.05     1 
1410483161   17.22363     82.12169    -0.02      0.09     0.09     1 
1410483163   17.22330     82.17981     0.10     -0.11     0.14     1 
1410483169   17.22220     82.35415     0.08      0.02     0.08     1 
1410483173   17.22139     82.47037     0.20      0.06     0.21     1 
1410483231   17.19971     81.97626     0.14      0.06     0.15     1 
1410483233   17.19942     82.03437     0.16      0.16     0.23     1 
1410483234   17.19927     82.06343    -0.04      0.18     0.18     1 
1410483235   17.19912     82.09248     0.04     -0.07     0.09     1 
1410483238   17.19862     82.17965     0.01      0.01     0.01     1 
1410483395   17.14799     82.38265     0.19     -0.04     0.20     1 
1410483460   17.12510     82.09205     0.20     -0.03     0.20     1 
1410483534   17.10058     82.06287    -0.05      0.01     0.05     1 
1410483536   17.10027     82.12095    -0.02     -0.18     0.18     1 
1410483540   17.09959     82.23710     0.23     -0.10     0.26     1 
1410483544   17.09885     82.35325    -0.18     -0.24     0.30     1 
1410483605   17.07648     81.94658     0.04     -0.01     0.05     1 
1410483606   17.07634     81.97562     0.07      0.04     0.09     1 
1410483610   17.07575     82.09176     0.03     -0.29     0.29     1 
1410483611   17.07559     82.12080    -0.02      0.04     0.04     1 
1410483612   17.07543     82.14984     0.09     -0.11     0.14     1 
1410483682   17.05153     82.00452    -0.19      0.06     0.20     1 
1410483684   17.05123     82.06259    -0.20      0.14     0.24     1 
1410483686   17.05092     82.12065    -0.00      0.07     0.07     1 
1410483688   17.05059     82.17872     0.14      0.03     0.15     1 
1410483755   17.02713     81.94633     0.04     -0.12     0.13     1 
1410483757   17.02685     82.00439     0.10     -0.12     0.16     1 
1410483759   17.02656     82.06245    -0.05      0.02     0.06     1 
1410483760   17.02640     82.09148    -0.02     -0.11     0.11     1 
1410483761   17.02625     82.12051     0.04      0.01     0.04     1 
1410483766   17.02539     82.26564     0.04      0.02     0.05     1 
1410483830   17.00246     81.94621    -0.02     -0.07     0.07     1 
1410483832   17.00218     82.00426     0.03      0.11     0.11     1 
1410483835   17.00173     82.09134    -0.11     -0.14     0.17     1 
1410483840   17.00090     82.23645     0.12     -0.25     0.28     1 
1410483841   17.00072     82.26548     0.02     -0.13     0.13     1 
1410483905   16.97778     81.94608     0.01      0.05     0.06     1 
1410483906   16.97764     81.97511     0.06      0.30     0.30     1 
1410483915   16.97623     82.23629     0.08     -0.10     0.13     1 
1410483916   16.97605     82.26531    -0.05     -0.06     0.08     1 
1410483979   16.95324     81.91694    -0.05      0.07     0.09     1 
1410483980   16.95311     81.94596    -0.00     -0.09     0.09     1 
1410483981   16.95297     81.97498    -0.06      0.02     0.06     1 
1410483982   16.95283     82.00400     0.02      0.07     0.07     1 
1410483986   16.95223     82.12007     0.05      0.11     0.12     1 
1410483988   16.95190     82.17810    -0.05     -0.07     0.09     1 
1410483990   16.95156     82.23613     0.09     -0.00     0.09     1 
1410483991   16.95138     82.26515     0.13     -0.20     0.24     1 
1410483994   16.95082     82.35219    -0.12      0.29     0.32     1 
1410484054   16.92856     81.91682    -0.03     -0.07     0.08     1 
1410484055   16.92843     81.94584     0.03      0.07     0.08     1 
1410484057   16.92816     82.00387    -0.09      0.04     0.10     1 
1410484060   16.92771     82.09091     0.20      0.03     0.21     1 
1410484063   16.92723     82.17794     0.29     -0.11     0.31     1 
1410484065   16.92688     82.23597     0.13     -0.06     0.15     1 
1410484131   16.90362     81.97473     0.00      0.11     0.11     1 
1410484132   16.90348     82.00374    -0.04     -0.09     0.10     1 
1410484133   16.90334     82.03275    -0.03      0.30     0.30     1 
1410484140   16.90221     82.23581     0.12     -0.09     0.15     1 
1410484206   16.87895     81.97460    -0.03     -0.05     0.06     1 
1410484214   16.87771     82.20664     0.28     -0.09     0.29     1 
1410484281   16.85427     81.97447     0.02     -0.05     0.05     1 
1410484282   16.85413     82.00347     0.00     -0.01     0.01     1 
1410484288   16.85321     82.17749     0.13     -0.04     0.14     1 
1410484290   16.85287     82.23549    -0.00      0.02     0.02     1 
1410484291   16.85269     82.26449     0.11     -0.10     0.15     1 
1410484292   16.85251     82.29349    -0.07      0.08     0.10     1 
1410484366   16.82802     82.26432     0.05     -0.07     0.09     1 
1410484367   16.82784     82.29332    -0.05     -0.17     0.18     1 
1410484368   16.82765     82.32232     0.02     -0.03     0.04     1 
1410484438   16.80386     82.17718     0.06      0.04     0.07     1 
1410484440   16.80352     82.23517    -0.05     -0.09     0.10     1 
1410484442   16.80316     82.29315    -0.12     -0.04     0.13     1 
1410484443   16.80298     82.32214     0.04      0.13     0.13     1 
1410484515   16.77885     82.23501     0.05     -0.20     0.21     1 
1410484517   16.77849     82.29299     0.04     -0.14     0.15     1 
1410484518   16.77831     82.32197    -0.02     -0.05     0.06     1 
1410484589   16.75435     82.20586     0.05     -0.00     0.05     1 
1410484592   16.75382     82.29282    -0.05     -0.05     0.07     1 
1410484593   16.75364     82.32180     0.05     -0.05     0.07     1 
1410484653   16.73129     81.88689    -0.01     -0.19     0.19     1 
1410484661   16.73016     82.11876     0.06      0.06     0.09     1 
1410484664   16.72968     82.20571    -0.01     -0.05     0.05     1 
1410484665   16.72950     82.23469    -0.04     -0.03     0.06     1 
1410484729   16.70649     81.91576    -0.07     -0.05     0.08     1 
1410484742   16.70448     82.29249    -0.23      0.23     0.33     1 
1410484744   16.70411     82.35044     0.12      0.04     0.12     1 
1410484806   16.68155     81.97359     0.05     -0.11     0.12     1 
1410484807   16.68141     82.00257    -0.16     -0.22     0.27     1 
1410484808   16.68127     82.03155    -0.03     -0.31     0.31     1 
1410484812   16.68066     82.14745     0.06      0.19     0.20     1 
1410484817   16.67980     82.29232    -0.21      0.05     0.22     1 
1410484883   16.65659     82.03141     0.10     -0.08     0.13     1 
1410484891   16.65531     82.26318    -0.11      0.02     0.11     1 
1410484892   16.65513     82.29215     0.00     -0.10     0.10     1 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 796

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.024
  Median: 0.026
  Standard Deviation: 0.081

Sample residual statistics:
  Mean: 0.070
  Median: 0.069
  Standard Deviation: 0.100

Quadrant RMSE: 0.149

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 280

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.026
  Median: 0.030
  Standard Deviation: 0.079

Sample residual statistics:
  Mean: 0.015
  Median: 0.017
  Standard Deviation: 0.083

Quadrant RMSE: 0.118

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 226

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.026
  Median: 0.036
  Standard Deviation: 0.098

Sample residual statistics:
  Mean: -0.002
  Median: -0.003
  Standard Deviation: 0.110

Quadrant RMSE: 0.149

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 0

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.000
  Median: 0.000
  Standard Deviation: 0.000

Sample residual statistics:
  Mean: 0.000
  Median: 0.000
  Standard Deviation: 0.000

Quadrant RMSE: 0.000

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 1302

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: 0.024
  Median: 0.028
  Standard Deviation: 0.084

Sample residual statistics:
  Mean: 0.046
  Median: 0.043
  Standard Deviation: 0.103

Scene RMSE: 0.143

